Date,Product Name,Category,Quantity Sold,Price per Unit,Total Revenue,Cost Price per Unit
2021-07-20,Multivitamin,Wellness,3,50.0,150.0,37.63
2023-08-11,Cough Syrup,Medicine,6,80.0,480.0,46.4
2023-10-28,Antacid,Medicine,4,25.0,100.0,16.63
2023-04-16,Sunscreen,Hygiene,8,150.0,1200.0,89.13
2021-02-11,Antacid,Medicine,3,25.0,75.0,17.49
2021-12-18,Protein Powder,Wellness,1,500.0,500.0,394.15
2022-04-04,Antacid,Medicine,9,25.0,225.0,14.21
2024-12-28,Multivitamin,Wellness,4,303.02,1212.08,152.5
2022-04-15,Hand Sanitizer,Hygiene,4,100.0,400.0,50.19
2022-01-20,Ibuprofen,Medicine,5,20.0,100.0,10.24
2022-12-16,Antacid,Medicine,7,25.0,175.0,21.08
2023-03-17,Protein Powder,Wellness,1,500.0,500.0,422.5
2024-04-01,Deodorant,Hygiene,9,141.21,1270.89,115.99
2024-08-17,Atorvastatin,Medicine,2,208.92,417.84,133.07
2023-01-16,Face Mask,Hygiene,9,15.0,135.0,12.13
2021-10-31,Multivitamin,Wellness,4,50.0,200.0,43.69
2023-08-24,Ibuprofen,Medicine,1,20.0,20.0,13.72
2023-05-09,Protein Powder,Wellness,9,500.0,4500.0,325.93
2024-07-06,Zinc Tablets,Wellness,5,427.14,2135.7,118.87
2021-11-08,Paracetamol,Medicine,2,10.0,20.0,6.07
2022-02-09,Deodorant,Hygiene,5,200.0,1000.0,172.95
2023-06-23,Multivitamin,Wellness,4,50.0,200.0,36.31
2024-10-13,Hand Sanitizer,Hygiene,5,109.07,545.3499999999999,64.49
2021-06-16,Hand Sanitizer,Hygiene,4,100.0,400.0,61.4
2023-09-03,Hand Sanitizer,Hygiene,10,100.0,1000.0,87.85
2024-09-06,Sitagliptin,Medicine,10,113.65,1136.5,183.22
2022-04-16,Hand Sanitizer,Hygiene,1,100.0,100.0,67.38
2024-06-10,Gabapentin,Medicine,10,117.3,1173.0,168.93
2023-12-21,Hand Sanitizer,Hygiene,5,100.0,500.0,86.82
2023-06-19,Hand Sanitizer,Hygiene,3,100.0,300.0,66.45
2024-05-03,Clarithromycin,Medicine,3,375.57,1126.71,69.74
2023-01-22,Face Mask,Hygiene,5,15.0,75.0,8.79
2022-07-19,Multivitamin,Wellness,7,50.0,350.0,28.45
2021-09-24,Multivitamin,Wellness,1,50.0,50.0,40.15
2021-05-07,Deodorant,Hygiene,2,200.0,400.0,146.74
2021-07-20,Paracetamol,Medicine,4,10.0,40.0,8.88
2023-04-04,Sunscreen,Hygiene,7,150.0,1050.0,88.41
2023-02-01,Hand Sanitizer,Hygiene,4,100.0,400.0,64.49
2022-06-25,Cough Syrup,Medicine,9,80.0,720.0,46.46
2021-02-17,Multivitamin,Wellness,6,50.0,300.0,39.46
2021-01-27,Antacid,Medicine,5,25.0,125.0,21.83
2023-03-15,Multivitamin,Wellness,4,50.0,200.0,30.26
2024-08-19,Amoxicillin,Medicine,6,82.2,493.2000000000001,84.47
2022-12-04,Cough Syrup,Medicine,8,80.0,640.0,61.32
2024-05-03,Antacid,Medicine,8,40.86,326.88,69.2
2022-09-07,Paracetamol,Medicine,10,10.0,100.0,8.55
2022-05-08,Hand Sanitizer,Hygiene,4,100.0,400.0,62.51
2021-01-14,Multivitamin,Wellness,7,50.0,350.0,37.43
2021-12-07,Hand Sanitizer,Hygiene,1,100.0,100.0,56.61
2024-03-29,Sunscreen,Hygiene,3,176.57,529.71,79.85
2022-02-04,Antacid,Medicine,1,25.0,25.0,12.75
2024-04-09,Losartan,Medicine,4,405.07,1620.28,242.57
2024-05-31,Sunscreen,Hygiene,6,176.57,1059.42,79.85
2022-03-27,Deodorant,Hygiene,5,200.0,1000.0,123.36
2023-05-11,Multivitamin,Wellness,4,50.0,200.0,30.6
2023-01-19,Deodorant,Hygiene,10,200.0,2000.0,112.39
2024-10-15,Sitagliptin,Medicine,4,113.65,454.6,183.22
2024-05-10,Ramipril,Medicine,6,36.78,220.68,228.73
2024-09-07,Sunscreen,Hygiene,6,176.57,1059.42,79.85
2024-06-08,Pantoprazole,Medicine,9,25.85,232.65,72.35
2023-10-17,Deodorant,Hygiene,2,200.0,400.0,158.39
2024-06-05,Cough Syrup,Medicine,2,199.94,399.88,240.66
2023-01-06,Antacid,Medicine,8,25.0,200.0,17.49
2022-12-21,Hand Sanitizer,Hygiene,2,100.0,200.0,53.37
2024-09-06,Azithromycin,Medicine,7,207.22,1450.54,176.34
2022-11-19,Protein Powder,Wellness,8,500.0,4000.0,406.05
2022-04-25,Deodorant,Hygiene,3,200.0,600.0,141.13
2022-01-15,Antacid,Medicine,2,25.0,50.0,15.29
2021-02-18,Paracetamol,Medicine,1,10.0,10.0,6.49
2021-05-07,Hand Sanitizer,Hygiene,3,100.0,300.0,56.15
2021-06-18,Cough Syrup,Medicine,2,80.0,160.0,53.61
2024-01-31,Lamotrigine,Medicine,7,320.14,2240.98,149.66
2024-06-15,Hydroxyzine,Medicine,1,128.61,128.61,100.47
2023-03-08,Ibuprofen,Medicine,6,20.0,120.0,16.86
2021-11-18,Ibuprofen,Medicine,8,20.0,160.0,12.88
2022-05-16,Deodorant,Hygiene,4,200.0,800.0,116.74
2024-02-05,Montelukast,Medicine,5,197.01,985.05,289.86
2023-08-23,Deodorant,Hygiene,3,200.0,600.0,144.36
2024-02-27,Deodorant,Hygiene,1,141.21,141.21,115.99
2021-01-14,Deodorant,Hygiene,3,200.0,600.0,142.86
2024-04-27,Erythromycin,Medicine,6,45.49,272.94,230.37
2023-04-25,Multivitamin,Wellness,7,50.0,350.0,26.98
2022-03-12,Paracetamol,Medicine,9,10.0,90.0,8.92
2024-12-11,Montelukast,Medicine,5,197.01,985.05,289.86
2022-12-25,Deodorant,Hygiene,8,200.0,1600.0,129.8
2022-04-10,Face Mask,Hygiene,2,15.0,30.0,9.59
2022-07-14,Hand Sanitizer,Hygiene,5,100.0,500.0,72.85
2022-03-09,Face Mask,Hygiene,1,15.0,15.0,8.83
2024-02-04,Salbutamol,Medicine,5,369.3,1846.5,161.82
2023-02-09,Sunscreen,Hygiene,3,150.0,450.0,95.36
2021-10-05,Multivitamin,Wellness,10,50.0,500.0,35.93
2024-10-31,Diclofenac,Medicine,3,389.23,1167.69,125.73
2022-11-04,Multivitamin,Wellness,1,50.0,50.0,39.1
2024-06-28,Erythromycin,Medicine,6,45.49,272.94,230.37
2024-03-28,Fish Oil,Wellness,3,127.34,382.02,29.83
2023-01-21,Hand Sanitizer,Hygiene,5,100.0,500.0,78.55
2024-12-07,Ramipril,Medicine,2,36.78,73.56,228.73
2022-09-24,Hand Sanitizer,Hygiene,3,100.0,300.0,57.72
2023-05-23,Sunscreen,Hygiene,2,150.0,300.0,130.18
2021-06-20,Deodorant,Hygiene,3,200.0,600.0,118.71
2021-10-24,Deodorant,Hygiene,1,200.0,200.0,110.2
2022-02-17,Paracetamol,Medicine,4,10.0,40.0,6.06
2021-03-02,Antacid,Medicine,5,25.0,125.0,16.9
2021-08-08,Protein Powder,Wellness,1,500.0,500.0,296.05
2022-02-06,Protein Powder,Wellness,6,500.0,3000.0,315.99
2024-12-07,Pantoprazole,Medicine,6,25.85,155.10000000000002,72.35
2024-04-23,Warfarin,Medicine,3,66.24,198.72,184.65
2023-02-27,Protein Powder,Wellness,10,500.0,5000.0,293.84
2022-02-27,Hand Sanitizer,Hygiene,1,100.0,100.0,63.85
2023-12-12,Paracetamol,Medicine,5,10.0,50.0,6.63
2021-05-13,Antacid,Medicine,6,25.0,150.0,21.71
2024-03-23,Fish Oil,Wellness,5,127.34,636.7,29.83
2024-10-27,Protein Powder,Wellness,8,114.35,914.8,141.55
2022-11-07,Antacid,Medicine,1,25.0,25.0,20.43
2022-12-14,Antacid,Medicine,6,25.0,150.0,19.84
2021-01-20,Multivitamin,Wellness,4,50.0,200.0,39.1
2022-09-10,Paracetamol,Medicine,4,10.0,40.0,8.65
2021-06-14,Multivitamin,Wellness,4,50.0,200.0,38.34
2024-10-26,Doxycycline,Medicine,6,336.84,2021.04,249.52
2022-04-25,Multivitamin,Wellness,5,50.0,250.0,33.87
2023-05-04,Sunscreen,Hygiene,9,150.0,1350.0,102.85
2022-07-13,Face Mask,Hygiene,6,15.0,90.0,11.21
2022-01-20,Antacid,Medicine,4,25.0,100.0,21.04
2022-12-12,Antacid,Medicine,8,25.0,200.0,19.66
2022-06-12,Protein Powder,Wellness,7,500.0,3500.0,437.57
2021-06-07,Face Mask,Hygiene,3,15.0,45.0,12.74
2022-08-17,Sunscreen,Hygiene,9,150.0,1350.0,134.96
2024-10-08,Erythromycin,Medicine,2,45.49,90.98,230.37
2023-07-07,Deodorant,Hygiene,8,200.0,1600.0,173.9
2022-09-27,Protein Powder,Wellness,8,500.0,4000.0,263.89
2022-11-20,Hand Sanitizer,Hygiene,8,100.0,800.0,61.77
2023-05-25,Deodorant,Hygiene,7,200.0,1400.0,125.21
2021-02-04,Antacid,Medicine,8,25.0,200.0,15.42
2022-11-09,Protein Powder,Wellness,5,500.0,2500.0,326.76
2022-06-24,Ibuprofen,Medicine,3,20.0,60.0,11.82
2023-12-18,Deodorant,Hygiene,6,200.0,1200.0,172.59
2024-05-27,Multivitamin,Wellness,2,303.02,606.04,152.5
2023-09-25,Paracetamol,Medicine,1,10.0,10.0,8.2
2023-12-05,Face Mask,Hygiene,2,15.0,30.0,8.92
2024-07-01,Lamotrigine,Medicine,6,320.14,1920.84,149.66
2022-05-05,Antacid,Medicine,9,25.0,225.0,21.99
2023-10-19,Face Mask,Hygiene,9,15.0,135.0,9.47
2021-02-23,Hand Sanitizer,Hygiene,2,100.0,200.0,73.79
2022-12-11,Multivitamin,Wellness,1,50.0,50.0,36.71
2023-10-18,Face Mask,Hygiene,1,15.0,15.0,10.32
2022-06-29,Paracetamol,Medicine,8,10.0,80.0,5.85
2023-07-20,Antacid,Medicine,9,25.0,225.0,13.22
2022-04-19,Protein Powder,Wellness,9,500.0,4500.0,349.67
2023-10-17,Protein Powder,Wellness,3,500.0,1500.0,319.17
2023-05-05,Sunscreen,Hygiene,9,150.0,1350.0,91.08
2022-05-03,Cough Syrup,Medicine,10,80.0,800.0,53.93
2022-01-19,Protein Powder,Wellness,2,500.0,1000.0,398.15
2022-08-14,Multivitamin,Wellness,2,50.0,100.0,36.22
2022-01-05,Antacid,Medicine,10,25.0,250.0,16.78
2022-04-13,Face Mask,Hygiene,1,15.0,15.0,13.3
2021-11-23,Hand Sanitizer,Hygiene,6,100.0,600.0,57.07
2024-04-17,Hand Sanitizer,Hygiene,3,109.07,327.21,64.49
2024-03-15,Fish Oil,Wellness,3,127.34,382.02,29.83
2024-09-13,Atorvastatin,Medicine,10,208.92,2089.2,133.07
2022-12-11,Protein Powder,Wellness,2,500.0,1000.0,387.68
2022-08-17,Deodorant,Hygiene,5,200.0,1000.0,130.93
2022-12-12,Antacid,Medicine,9,25.0,225.0,13.02
2023-08-05,Protein Powder,Wellness,9,500.0,4500.0,352.46
2021-10-15,Ibuprofen,Medicine,3,20.0,60.0,14.89
2021-08-10,Cough Syrup,Medicine,6,80.0,480.0,41.81
2021-11-21,Antacid,Medicine,8,25.0,200.0,22.12
2023-02-18,Ibuprofen,Medicine,5,20.0,100.0,11.51
2024-04-30,Levothyroxine,Medicine,10,271.21,2712.1,97.91
2021-12-17,Ibuprofen,Medicine,5,20.0,100.0,11.71
2021-02-28,Deodorant,Hygiene,5,200.0,1000.0,179.52
2021-07-11,Multivitamin,Wellness,3,50.0,150.0,25.14
2022-06-22,Ibuprofen,Medicine,10,20.0,200.0,12.0
2023-09-08,Paracetamol,Medicine,4,10.0,40.0,5.32
2021-02-05,Protein Powder,Wellness,3,500.0,1500.0,331.44
2022-06-22,Ibuprofen,Medicine,10,20.0,200.0,15.33
2022-08-01,Deodorant,Hygiene,5,200.0,1000.0,118.64
2021-01-31,Deodorant,Hygiene,6,200.0,1200.0,110.6
2024-02-18,Budesonide,Medicine,5,78.76,393.8,193.42
2021-06-20,Hand Sanitizer,Hygiene,6,100.0,600.0,62.32
2023-09-30,Multivitamin,Wellness,3,50.0,150.0,33.93
2022-04-09,Sunscreen,Hygiene,1,150.0,150.0,87.72
2021-12-29,Paracetamol,Medicine,6,10.0,60.0,8.02
2021-06-30,Sunscreen,Hygiene,4,150.0,600.0,124.3
2023-07-07,Multivitamin,Wellness,10,50.0,500.0,40.87
2022-04-11,Antacid,Medicine,4,25.0,100.0,15.37
2022-01-31,Cough Syrup,Medicine,2,80.0,160.0,47.16
2023-12-30,Ibuprofen,Medicine,9,20.0,180.0,10.72
2023-01-04,Multivitamin,Wellness,5,50.0,250.0,31.65
2024-06-22,Salbutamol,Medicine,10,369.3,3693.0,161.82
2021-04-22,Ibuprofen,Medicine,8,20.0,160.0,13.97
2022-06-22,Deodorant,Hygiene,10,200.0,2000.0,127.66
2024-03-05,Lamotrigine,Medicine,4,320.14,1280.56,149.66
2024-05-27,Simvastatin,Medicine,7,271.24,1898.68,203.56
2024-09-26,Simvastatin,Medicine,6,271.24,1627.44,203.56
2023-03-05,Ibuprofen,Medicine,6,20.0,120.0,16.08
2022-11-30,Sunscreen,Hygiene,8,150.0,1200.0,82.89
2023-11-07,Face Mask,Hygiene,9,15.0,135.0,12.04
2022-08-09,Ibuprofen,Medicine,7,20.0,140.0,15.71
2021-10-07,Face Mask,Hygiene,3,15.0,45.0,12.06
2024-07-11,Erythromycin,Medicine,10,45.49,454.9,230.37
2023-08-12,Multivitamin,Wellness,1,50.0,50.0,28.9
2021-10-22,Face Mask,Hygiene,4,15.0,60.0,7.58
2024-07-28,Metformin,Medicine,1,319.74,319.74,7.8
2021-05-07,Protein Powder,Wellness,7,500.0,3500.0,356.2
2023-01-14,Cough Syrup,Medicine,1,80.0,80.0,59.7
2023-10-25,Hand Sanitizer,Hygiene,2,100.0,200.0,86.78
2023-08-06,Multivitamin,Wellness,8,50.0,400.0,38.75
2023-11-06,Protein Powder,Wellness,6,500.0,3000.0,441.59
2023-02-14,Face Mask,Hygiene,5,15.0,75.0,9.35
2024-07-15,Sitagliptin,Medicine,10,113.65,1136.5,183.22
2023-01-02,Antacid,Medicine,5,25.0,125.0,19.17
2024-01-30,Calcium Tablets,Wellness,8,65.53,524.24,34.42
2022-04-14,Deodorant,Hygiene,2,200.0,400.0,104.33
2021-02-24,Hand Sanitizer,Hygiene,10,100.0,1000.0,90.0
2024-06-06,Diclofenac,Medicine,10,389.23,3892.3,125.73
2022-10-16,Hand Sanitizer,Hygiene,10,100.0,1000.0,70.23
2023-05-06,Sunscreen,Hygiene,6,150.0,900.0,124.07
2021-02-20,Ibuprofen,Medicine,2,20.0,40.0,10.16
2021-02-20,Antacid,Medicine,1,25.0,25.0,19.17
2022-02-11,Face Mask,Hygiene,9,15.0,135.0,10.48
2024-09-08,Aspirin,Medicine,9,143.77,1293.93,283.6
2022-02-16,Sunscreen,Hygiene,7,150.0,1050.0,125.31
2022-10-16,Deodorant,Hygiene,6,200.0,1200.0,110.58
2023-01-09,Deodorant,Hygiene,1,200.0,200.0,179.02
2023-06-22,Hand Sanitizer,Hygiene,5,100.0,500.0,51.37
2022-03-05,Deodorant,Hygiene,4,200.0,800.0,165.78
2021-05-14,Paracetamol,Medicine,7,10.0,70.0,7.28
2021-03-03,Hand Sanitizer,Hygiene,3,100.0,300.0,50.07
2023-09-04,Ibuprofen,Medicine,9,20.0,180.0,12.94
2022-06-08,Protein Powder,Wellness,10,500.0,5000.0,412.62
2021-06-27,Cough Syrup,Medicine,9,80.0,720.0,57.94
2023-09-28,Ibuprofen,Medicine,4,20.0,80.0,16.05
2021-11-12,Sunscreen,Hygiene,10,150.0,1500.0,75.11
2022-06-14,Deodorant,Hygiene,6,200.0,1200.0,107.16
2023-09-30,Sunscreen,Hygiene,8,150.0,1200.0,127.69
2023-09-05,Protein Powder,Wellness,7,500.0,3500.0,365.58
2021-11-06,Paracetamol,Medicine,9,10.0,90.0,5.12
2024-08-17,Azithromycin,Medicine,1,207.22,207.22,176.34
2022-06-24,Sunscreen,Hygiene,4,150.0,600.0,132.48
2023-10-06,Cough Syrup,Medicine,4,80.0,320.0,58.97
2022-04-17,Ibuprofen,Medicine,7,20.0,140.0,17.62
2024-05-14,Warfarin,Medicine,10,66.24,662.4,184.65
2023-10-12,Protein Powder,Wellness,9,500.0,4500.0,319.48
2023-11-15,Deodorant,Hygiene,1,200.0,200.0,136.44
2022-06-21,Sunscreen,Hygiene,10,150.0,1500.0,102.53
2024-10-21,Gliclazide,Medicine,2,262.4,524.8,221.17
2024-06-30,Losartan,Medicine,8,405.07,3240.56,242.57
2021-11-26,Ibuprofen,Medicine,8,20.0,160.0,10.53
2024-05-05,Ranitidine,Medicine,1,293.37,293.37,20.6
2024-11-25,Fexofenadine,Medicine,2,296.12,592.24,261.79
2022-01-12,Cough Syrup,Medicine,1,80.0,80.0,41.49
2023-03-20,Paracetamol,Medicine,6,10.0,60.0,5.24
2021-10-01,Ibuprofen,Medicine,2,20.0,40.0,10.02
2021-05-29,Sunscreen,Hygiene,6,150.0,900.0,98.03
2023-08-12,Protein Powder,Wellness,5,500.0,2500.0,373.87
2022-11-21,Paracetamol,Medicine,4,10.0,40.0,7.89
2021-01-05,Antacid,Medicine,1,25.0,25.0,16.74
2023-02-05,Protein Powder,Wellness,7,500.0,3500.0,255.53
2023-12-13,Deodorant,Hygiene,6,200.0,1200.0,122.09
2024-02-08,Amoxicillin,Medicine,6,82.2,493.2000000000001,84.47
2021-01-03,Hand Sanitizer,Hygiene,5,100.0,500.0,57.88
2023-12-07,Deodorant,Hygiene,8,200.0,1600.0,141.56
2023-01-25,Protein Powder,Wellness,4,500.0,2000.0,331.89
2024-02-07,Sunscreen,Hygiene,5,176.57,882.8499999999999,79.85
2023-09-27,Deodorant,Hygiene,6,200.0,1200.0,112.12
2022-08-24,Paracetamol,Medicine,5,10.0,50.0,5.48
2022-03-02,Multivitamin,Wellness,4,50.0,200.0,42.24
2022-09-26,Multivitamin,Wellness,2,50.0,100.0,34.21
2021-03-16,Cough Syrup,Medicine,1,80.0,80.0,64.96
2021-04-22,Antacid,Medicine,2,25.0,50.0,21.42
2022-08-17,Hand Sanitizer,Hygiene,2,100.0,200.0,88.14
2023-01-31,Multivitamin,Wellness,8,50.0,400.0,31.28
2023-01-04,Sunscreen,Hygiene,2,150.0,300.0,95.01
2023-02-22,Face Mask,Hygiene,1,15.0,15.0,8.9
2023-12-23,Face Mask,Hygiene,1,15.0,15.0,10.53
2022-10-12,Sunscreen,Hygiene,1,150.0,150.0,90.1
2021-11-15,Cough Syrup,Medicine,8,80.0,640.0,62.5
2023-07-12,Cough Syrup,Medicine,4,80.0,320.0,54.18
2021-11-30,Hand Sanitizer,Hygiene,1,100.0,100.0,54.28
2022-02-08,Antacid,Medicine,10,25.0,250.0,22.47
2024-02-11,Fexofenadine,Medicine,7,296.12,2072.84,261.79
2024-01-19,Fish Oil,Wellness,10,127.34,1273.4,29.83
2021-04-29,Sunscreen,Hygiene,9,150.0,1350.0,108.97
2022-02-20,Sunscreen,Hygiene,8,150.0,1200.0,115.12
2023-06-12,Multivitamin,Wellness,8,50.0,400.0,44.89
2022-06-11,Sunscreen,Hygiene,2,150.0,300.0,100.7
2022-08-23,Cough Syrup,Medicine,10,80.0,800.0,50.02
2021-07-07,Face Mask,Hygiene,3,15.0,45.0,10.51
2021-07-24,Ibuprofen,Medicine,5,20.0,100.0,16.05
2024-04-23,Pantoprazole,Medicine,2,25.85,51.7,72.35
2024-12-31,Lisinopril,Medicine,4,401.93,1607.72,100.6
2024-02-12,Sunscreen,Hygiene,6,176.57,1059.42,79.85
2024-11-02,Metformin,Medicine,9,319.74,2877.66,7.8
2022-05-06,Hand Sanitizer,Hygiene,4,100.0,400.0,65.33
2023-04-17,Sunscreen,Hygiene,3,150.0,450.0,133.31
2023-12-19,Cough Syrup,Medicine,6,80.0,480.0,53.91
2024-01-08,Cetirizine,Medicine,7,375.04,2625.28,224.87
2024-07-05,Pantoprazole,Medicine,3,25.85,77.55000000000001,72.35
2021-04-08,Sunscreen,Hygiene,4,150.0,600.0,104.6
2023-12-01,Ibuprofen,Medicine,6,20.0,120.0,14.82
2022-12-05,Antacid,Medicine,6,25.0,150.0,15.08
2022-02-10,Multivitamin,Wellness,1,50.0,50.0,41.32
2021-09-29,Paracetamol,Medicine,2,10.0,20.0,7.17
2023-06-13,Antacid,Medicine,1,25.0,25.0,15.8
2022-11-26,Protein Powder,Wellness,1,500.0,500.0,344.39
2024-06-10,Aspirin,Medicine,7,143.77,1006.39,283.6
2024-10-04,Fish Oil,Wellness,8,127.34,1018.72,29.83
2022-06-08,Deodorant,Hygiene,10,200.0,2000.0,132.49
2022-12-06,Sunscreen,Hygiene,9,150.0,1350.0,80.53
2022-01-26,Hand Sanitizer,Hygiene,9,100.0,900.0,68.85
2023-09-16,Ibuprofen,Medicine,1,20.0,20.0,14.77
2024-11-19,Metformin,Medicine,7,319.74,2238.1800000000003,7.8
2022-12-15,Deodorant,Hygiene,2,200.0,400.0,105.33
2022-09-22,Face Mask,Hygiene,10,15.0,150.0,9.96
2021-04-29,Paracetamol,Medicine,2,10.0,20.0,6.63
2021-08-07,Paracetamol,Medicine,9,10.0,90.0,5.66
2023-02-17,Ibuprofen,Medicine,6,20.0,120.0,11.87
2023-07-04,Protein Powder,Wellness,5,500.0,2500.0,317.0
2024-06-14,Clarithromycin,Medicine,7,375.57,2628.99,69.74
2024-07-27,Sunscreen,Hygiene,1,176.57,176.57,79.85
2021-06-02,Antacid,Medicine,9,25.0,225.0,21.53
2024-02-26,Ramipril,Medicine,4,36.78,147.12,228.73
2023-07-15,Face Mask,Hygiene,8,15.0,120.0,9.28
2023-03-29,Ibuprofen,Medicine,5,20.0,100.0,16.38
2021-01-26,Hand Sanitizer,Hygiene,4,100.0,400.0,57.7
2022-04-12,Sunscreen,Hygiene,5,150.0,750.0,116.41
2024-03-27,Hand Sanitizer,Hygiene,5,109.07,545.3499999999999,64.49
2024-02-08,Erythromycin,Medicine,10,45.49,454.9,230.37
2023-09-18,Hand Sanitizer,Hygiene,9,100.0,900.0,67.74
2023-11-23,Sunscreen,Hygiene,9,150.0,1350.0,126.99
2022-06-25,Protein Powder,Wellness,6,500.0,3000.0,340.93
2022-12-15,Deodorant,Hygiene,9,200.0,1800.0,117.59
2022-02-04,Cough Syrup,Medicine,7,80.0,560.0,61.63
2021-08-16,Deodorant,Hygiene,8,200.0,1600.0,140.59
2022-12-14,Multivitamin,Wellness,7,50.0,350.0,42.11
2021-03-02,Hand Sanitizer,Hygiene,7,100.0,700.0,65.91
2023-01-04,Face Mask,Hygiene,10,15.0,150.0,13.26
2021-02-27,Protein Powder,Wellness,6,500.0,3000.0,300.7
2024-05-19,Hand Sanitizer,Hygiene,7,109.07,763.49,64.49
2024-10-30,Warfarin,Medicine,5,66.24,331.2,184.65
2021-04-26,Ibuprofen,Medicine,10,20.0,200.0,12.45
2021-03-04,Multivitamin,Wellness,1,50.0,50.0,30.6
2021-12-19,Ibuprofen,Medicine,9,20.0,180.0,17.87
2024-10-16,Montelukast,Medicine,10,197.01,1970.1,289.86
2022-01-25,Multivitamin,Wellness,1,50.0,50.0,31.06
2023-03-03,Deodorant,Hygiene,5,200.0,1000.0,139.35
2023-06-07,Ibuprofen,Medicine,9,20.0,180.0,12.85
2021-06-15,Hand Sanitizer,Hygiene,2,100.0,200.0,67.9
2024-10-06,Fish Oil,Wellness,1,127.34,127.34,29.83
2022-04-02,Cough Syrup,Medicine,2,80.0,160.0,58.42
2022-05-18,Multivitamin,Wellness,10,50.0,500.0,43.51
2021-11-14,Hand Sanitizer,Hygiene,2,100.0,200.0,74.69
2022-02-23,Antacid,Medicine,9,25.0,225.0,18.19
2024-06-11,Fexofenadine,Medicine,6,296.12,1776.72,261.79
2023-02-07,Sunscreen,Hygiene,8,150.0,1200.0,105.88
2023-12-18,Ibuprofen,Medicine,9,20.0,180.0,12.95
2024-02-28,Pantoprazole,Medicine,3,25.85,77.55000000000001,72.35
2021-08-28,Antacid,Medicine,8,25.0,200.0,16.25
2024-02-07,Shampoo,Hygiene,7,170.51,1193.57,289.7
2024-11-08,Fluconazole,Medicine,3,386.74,1160.22,249.26
2024-08-15,Erythromycin,Medicine,3,45.49,136.47,230.37
2023-06-18,Deodorant,Hygiene,3,200.0,600.0,116.62
2024-05-12,Budesonide,Medicine,7,78.76,551.32,193.42
2021-11-24,Sunscreen,Hygiene,10,150.0,1500.0,94.46
2023-04-28,Face Mask,Hygiene,5,15.0,75.0,11.33
2021-09-07,Antacid,Medicine,8,25.0,200.0,13.32
2023-01-23,Sunscreen,Hygiene,4,150.0,600.0,78.29
2022-02-27,Ibuprofen,Medicine,6,20.0,120.0,16.28
2022-03-13,Cough Syrup,Medicine,1,80.0,80.0,60.64
2022-02-05,Antacid,Medicine,10,25.0,250.0,17.99
2021-11-28,Face Mask,Hygiene,6,15.0,90.0,11.19
2024-12-25,Lamotrigine,Medicine,5,320.14,1600.6999999999998,149.66
2023-06-07,Cough Syrup,Medicine,2,80.0,160.0,58.97
2024-05-26,Prednisolone,Medicine,7,475.12,3325.84,196.15
2023-08-02,Protein Powder,Wellness,2,500.0,1000.0,306.24
2022-05-15,Antacid,Medicine,7,25.0,175.0,19.99
2024-11-30,Antacid,Medicine,2,40.86,81.72,69.2
2022-09-16,Face Mask,Hygiene,6,15.0,90.0,11.08
2023-11-15,Antacid,Medicine,3,25.0,75.0,21.55
2021-08-29,Sunscreen,Hygiene,7,150.0,1050.0,118.78
2022-10-11,Deodorant,Hygiene,6,200.0,1200.0,144.21
2024-02-21,Montelukast,Medicine,3,197.01,591.03,289.86
2023-05-31,Face Mask,Hygiene,2,15.0,30.0,8.4
2021-10-06,Ibuprofen,Medicine,2,20.0,40.0,15.96
2023-10-11,Face Mask,Hygiene,9,15.0,135.0,8.83
2024-04-01,Amoxicillin,Medicine,6,82.2,493.2000000000001,84.47
2024-09-17,Shampoo,Hygiene,9,170.51,1534.59,289.7
2021-08-16,Face Mask,Hygiene,10,15.0,150.0,13.26
2024-08-02,Paracetamol,Medicine,4,294.5,1178.0,206.24
2022-12-25,Deodorant,Hygiene,9,200.0,1800.0,109.05
2022-03-21,Ibuprofen,Medicine,5,20.0,100.0,10.71
2022-02-05,Hand Sanitizer,Hygiene,10,100.0,1000.0,68.91
2022-07-24,Paracetamol,Medicine,10,10.0,100.0,5.26
2022-08-30,Paracetamol,Medicine,5,10.0,50.0,8.94
2024-02-16,Gliclazide,Medicine,5,262.4,1312.0,221.17
2022-12-20,Antacid,Medicine,7,25.0,175.0,13.72
2023-04-26,Paracetamol,Medicine,1,10.0,10.0,7.87
2023-01-28,Deodorant,Hygiene,5,200.0,1000.0,128.85
2023-10-31,Face Mask,Hygiene,5,15.0,75.0,10.72
2022-09-16,Antacid,Medicine,7,25.0,175.0,15.66
2022-04-22,Deodorant,Hygiene,8,200.0,1600.0,138.56
2021-08-25,Protein Powder,Wellness,4,500.0,2000.0,367.72
2021-10-31,Sunscreen,Hygiene,7,150.0,1050.0,111.86
2022-07-13,Hand Sanitizer,Hygiene,5,100.0,500.0,80.42
2023-09-18,Protein Powder,Wellness,7,500.0,3500.0,334.73
2023-03-28,Antacid,Medicine,8,25.0,200.0,14.91
2022-11-01,Protein Powder,Wellness,10,500.0,5000.0,362.35
2023-02-27,Sunscreen,Hygiene,7,150.0,1050.0,118.04
2022-04-21,Multivitamin,Wellness,6,50.0,300.0,35.28
2024-02-01,Gabapentin,Medicine,10,117.3,1173.0,168.93
2023-05-11,Deodorant,Hygiene,4,200.0,800.0,144.11
2023-10-11,Sunscreen,Hygiene,10,150.0,1500.0,84.55
